,station_name,station_id,latitude,longitude
218,Greene Ave & Nostrand Ave,4519.02,40.6883337,-73.950916
219,Washington St & Gansevoort St,6039.06,40.739323,-74.008119
220,58 St & 32 Ave,6579.03,40.75574,-73.903427
221,24 St & 38 Ave,6581.14,40.756351,-73.936515
222,Halsey St & Broadway,4366.01,40.68565,-73.91564
223,Metropolitan Ave & Meeker Ave,5300.05,40.71413311,-73.95234386
224,Amsterdam Ave & W 167 St,8206.17,40.839443,-73.937044
225,W 15 St & 6 Ave,5989.02,40.738046142482766,-73.99642959237099
226,Canal St & Rutgers St,5303.08,40.71427487,-73.98990025
227,Duane St & Hudson St,5359.12,40.71703,-74.00925
228,Bank St & Washington St,5964.01,40.7361967,-74.00859207
229,W 12 St & Hudson St,5997.1,40.73752993301071,-74.00558933615685
230,48 St & Broadway,6629.06,40.755763,-73.912715
231,Atlantic Ave & Furman St,4614.04,40.69165183,-73.9999786
232,E 41 St & Madison Ave (SE corner),6432.1,40.752049,-73.979635
233,21 St & 21 Ave,7314.03,40.782465,-73.914527
234,E 128 St & Madison Ave,7735.23,40.80756,-73.939182
235,53 St & 2 Ave,3211.06,40.64744,-74.018846
236,Congress St & Clinton St,4455.1,40.68825516598005,-73.99545192718506
237,28 St & 41 Ave,6462.19,40.751047,-73.93797
238,Avenue C & E 18 St,5769.04,40.730563,-73.973984
239,Clermont Ave & Park Ave,4692.01,40.69573398,-73.97129668
240,Bushwick Ave & Linden St,4600.09,40.69146,-73.92146
241,University Pl & E 14 St,5905.14,40.734814,-73.992085
242,Montague St & Clinton St,4677.06,40.6942715,-73.9923272
243,10 Ave & W 202 St,8543.01,40.861281970750994,-73.921417593956
244,Walton Ave & E 153 St,7945.07,40.822351,-73.926907
245,Wyckoff Ave & Gates Ave,4847.03,40.699871408829885,-73.91171872615814
246,Westchester Ave & Longwood Ave,7909.07,40.819701,-73.901311
247,Madison St & Cypress Ave,4807.02,40.70068,-73.90742
248,Sands St Gate,4812.04,40.699569,-73.979827
249,Morris Ave & McClellan St,8107.1,40.831584,-73.9149
250,Dawson St & Intervale Ave,7888.1,40.819999,-73.897263
251,Menahan St & Seneca Ave,4963.13,40.70461,-73.91054
252,Gerard Ave & E 146 St,7868.05,40.817755,-73.92965
253,Columbia Heights & Cranberry St,4829.01,40.70037867,-73.99548059
254,Intervale Ave & Kelly St,8044.09,40.827301,-73.896372
255,Jefferson Ave & Evergreen Ave,4517.03,40.68989,-73.91458
256,W Broadway & Spring St,5569.06,40.72494672359416,-74.00165855884552
257,Sullivan Pl & Bedford Ave,3736.04,40.6642406,-73.9574686
258,Myrtle Ave & St Edwards St,4659.02,40.69327018,-73.97703874
259,Lenox Ave & W 126 St,7720.03,40.808442,-73.9452087
260,Convent Ave & W 135 St,7860.08,40.818215,-73.950988
261,Myrtle Ave & Linden St,4816.02,40.69943,-73.91337
262,Montrose Ave & Bushwick Ave,5068.02,40.70767788,-73.94016171
263,Broadway & W 133 St,7903.02,40.8190344,-73.956156
